TYPE;START;END;GUID1;GUID2;PROFILE1;PROFILE2
Full width support 1;{87714.941627, 68358.929126, 46667.5};{88353.584317, 67342.988422, 46667.5};cb299a9a-73f1-4fe5-87c5-910f43ee0790;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Unclassified;{91387.572687, 61370.474533, 46810.000002};{91174.719134, 61709.138621, 46810.000002};32ddcd38-2082-40eb-b504-545ebca3ebcd;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;400*400;900*640
Corner;{107382.769839, 64890.662974, 52129.95};{107382.769839, 64890.662974, 53700.95};4a8c0c86-dc53-42be-9362-8295a7a32136;7260fa7c-7bb1-42c6-9f9c-e7b87d3c6123;1571*200;1571*200
Corner;{106141.897529, 66864.96124, 52129.95};{106141.897529, 66864.96124, 53700.95};1ad9bf9a-cfb7-4b56-9597-1372da0fd547;4a8c0c86-dc53-42be-9362-8295a7a32136;1571*200;1571*200
Corner;{104865.354699, 63308.442225, 52129.95};{104865.354699, 63308.442225, 53700.95};6cc8a9fb-7c6c-4293-beda-0ee7c24f3b1c;7260fa7c-7bb1-42c6-9f9c-e7b87d3c6123;1571*200;1571*200
Corner;{103624.483482, 65282.742241, 52129.95};{103624.483482, 65282.742241, 53700.95};1ad9bf9a-cfb7-4b56-9597-1372da0fd547;6cc8a9fb-7c6c-4293-beda-0ee7c24f3b1c;1571*200;1571*200
Unclassified;{104825.427662, 63165.237384, 52119.951054};{103478.130109, 65308.867917, 52119.951054};6cc8a9fb-7c6c-4293-beda-0ee7c24f3b1c;e0ca4d5e-eeb9-4c31-8650-70cc0509a180;1571*200;600*520
Normal;{104968.666006, 67248.369038, 46890.94};{104968.666006, 67248.369038, 52109.94};1438b98a-b009-495a-a1ca-c0035c8a7fc1;dd2e6d1a-8f8e-4ee5-aa4f-0cb52671934e;5219*500;5219*500
Other;{106673.791967, 68012.922257, 46928.0};{106673.791967, 68012.922257, 52109.94};04b8a6e2-3402-44d2-8fc2-23b95ad3ab02;dd2e6d1a-8f8e-4ee5-aa4f-0cb52671934e;5182*500;5219*500
Normal;{107541.371257, 66634.034348, 46928.0};{107541.371257, 66634.034348, 52110.0};04b8a6e2-3402-44d2-8fc2-23b95ad3ab02;546b144f-a76e-40b9-be30-a59939f2a4d8;5182*500;5182*500
Other;{108536.056128, 65015.017358, 46928.0};{108536.056128, 65015.017358, 52110.0};546b144f-a76e-40b9-be30-a59939f2a4d8;f918fce4-1183-4606-9ea1-c6dd2c0dfb8b;5182*500;5182*500
Unclassified;{102970.715042, 65815.533152, 51509.952106};{102970.715042, 65815.533152, 52109.94};943f2909-309b-4637-a33e-c8877e70e340;e0ca4d5e-eeb9-4c31-8650-70cc0509a180;5219*500;600*520
Normal;{103190.653382, 66130.925371, 46890.94};{103190.653382, 66130.925371, 52109.94};1438b98a-b009-495a-a1ca-c0035c8a7fc1;943f2909-309b-4637-a33e-c8877e70e340;5219*500;5219*500
Normal;{109025.625461, 62604.218804, 46928.0};{109025.625461, 62604.218804, 52110.0007};c39b7a37-c67a-4788-8551-6f01bef60977;f918fce4-1183-4606-9ea1-c6dd2c0dfb8b;5182*500;5182*500
Side;{104086.666173, 63209.449002, 46067.5};{104170.112777, 62798.878507, 46067.5};256cb5b9-837a-4868-9d6e-d6956fa49bbd;c0f7fe65-28fc-44c2-b126-3108cfdb49d1;UPB265(265X1200);UPB265(265X1200)
Side;{104968.237308, 63555.557867, 46067.5};{104279.13213, 63122.451153, 46067.5};256cb5b9-837a-4868-9d6e-d6956fa49bbd;fb4155dd-8f45-4b14-b8ac-ecd5cadb1c05;UPB265(265X1200);UPB265(265X1200)
Unclassified;{109347.014898, 61021.331479, 46958.0};{109347.014898, 61021.331479, 52109.99};a36ce7ea-8219-48cd-addb-f4a5ef23dbe1;c39b7a37-c67a-4788-8551-6f01bef60977;BL700*700;5182*500
Side;{105627.671557, 61520.924376, 46067.5};{108807.318739, 62166.963273, 46067.5};0bee2267-21d7-49fd-a570-22bef3322c1c;83cc8f51-f530-4fca-bd59-5df3e38fe935;UPB265(265X1200);UPB265(265X1200)
